1	3.695652174	3.782608696
2	7.08974359	12.56410256
3	14.18421053	9.263157895
4	13.15492958	3.042253521
5	20.5	7.5
6	20.71428571	12.5
7	21	15.5
8	17.61538462	14.61538462
9	13.64150943	17.35849057
10	16.84210526	22.84210526
11	19.36363636	19.45454545
12	21.57142857	17.71428571
13	23.33333333	16.33333333
14	23.5	15
15	23.875	12.875
16	24.86666667	9.666666667
17	29	6.153846154
18	29.61538462	11.38461538
19	26.88888889	13.33333333
20	25.4	15.2
21	25.5	17.5
22	25.5	19
23	23.33333333	19.33333333
24	21.8	21.5
25	20	24
26	19.81818182	27.18181818
27	17.05	29.9
28	12.09090909	29.09090909
29	7.975	24.325
30	2.852459016	20.31147541
31	10.85074627	26.73134328
32	3.242424242	32.63636364
33	3.886075949	33.94936709
34	3.623188406	44.1884058
35	9.12987013	51.61038961
36	18.43820225	48.49438202
37	11.7254902	42.80392157
38	13.41025641	36
39	19.63333333	34.53333333
40	21.33333333	30.11111111
41	23	27.71428571
42	23.5	26
43	22.66666667	24.83333333
44	24	23.5
45	23.66666667	22
46	25	20.25
47	25.75	22
48	25.25	24
49	25.5	26.5
50	25.6	29.6
51	27	26.5
52	26.66666667	24.66666667
53	27.4	22.2
54	27.5	19.5
55	28.75	21
56	28.6	24.2
57	28.5	26.5
58	29.28571429	29.5
59	26.35294118	33.47058824
60	24.45652174	37.19565217
61	29.12857143	44.15714286
62	34.28571429	51.30612245
63	36.2	56.5
64	36	60
65	36	62.71428571
66	34	63.75
67	31.33333333	63.66666667
68	29.33333333	62.66666667
69	27.2	61.4
70	23.66666667	59.75
71	17.16666667	57.90277778
72	23	56
73	26.5	55.5
74	27.61538462	58.84615385
75	30.35714286	55.21428571
76	31	59.2
77	29.5	61
78	31.25	61.75
79	33.5	60.5
80	33.33333333	62.33333333
81	32	64.5
82	32.33333333	66.33333333
83	30.33333333	66.66666667
84	28.33333333	65.66666667
85	25.4	63.6
86	21.15789474	63.15789474
87	15.5	66.37037037
88	7.873239437	60.95774648
89	2.212121212	55.36363636
90	1.775510204	57.16326531
91	2.333333333	68.2
92	8.385714286	70.01428571
93	8.376623377	79.06493506
94	3.966101695	86.55932203
95	12.46551724	86.87931034
96	9.736111111	95.16666667
97	2.444444444	94.83333333
98	17.37037037	95.98148148
99	18.57894737	89.44736842
100	19.16666667	81.74242424
101	19.69230769	75.11538462
102	16.33928571	73.48214286
103	22.5	68.5
104	24.5	71.71428571
105	25	75
106	24.88235294	78.41176471
107	28.09230769	83.90769231
108	32.92857143	90.19047619
109	38.17910448	95.47761194
110	39.06818182	86.95454545
111	35.08571429	81.82857143
112	35.5	76.71428571
113	32	77
114	32	74.28571429
115	30.33333333	72.66666667
116	28.5	71.5
117	28.5	69.5
118	28.5	67.5
119	30	68
120	26	67
121	26.9	70.9
122	28	75.2
123	29.18181818	77.90909091
124	32.4	76.3
125	34.5	72.5
126	34.33333333	70.66666667
127	32.5	69.5
128	33.2	67.6
129	34.83333333	65.83333333
130	36.75	65
131	36.5	67.5
132	36.2	69.4
133	34.6	69.8
134	31.25	71
135	31.2	70.8
136	30.5	67
137	29	64.25
138	24	65.5
139	21	56.79591837
140	24.58333333	42.22916667
141	37.36585366	45
142	42.91891892	41.16216216
143	47.04545455	35.93181818
144	49.9	43.31666667
145	49.11111111	51.47619048
146	46.35294118	57.47058824
147	41.875	56.125
148	41.04761905	51.95238095
149	43.61538462	57.23076923
150	41.66666667	61.25
151	38.33333333	61.66666667
152	39.18181818	58.81818182
153	36	56.91666667
154	35.28571429	59.42857143
155	38.5	64.5
156	38.5	66.5
157	38.5	68.5
158	38.2	70.6
159	36.5	72.5
160	37.9	74.3
161	39.25	71.75
162	40.5	69
163	40.4	66.2
164	40.5	63.5
165	42.91666667	64.66666667
166	45.71428571	61.5
167	46	64.71428571
168	44.81818182	67.81818182
169	42.72727273	69.36363636
170	43	72.5
171	41.23076923	74.61538462
172	45.5	74.71428571
173	44.8	78.92
174	39.5	78.28571429
175	42.22857143	81.94285714
176	46.87692308	89.12307692
177	48.11267606	96.23943662
178	57.75714286	95.24285714
179	66.5443038	95.21518987
180	75.01724138	95.68965517
181	82.86666667	95.71666667
182	90.54716981	95.96226415
183	87.37333333	87.96
184	95.86363636	89.51515152
185	92.66666667	81.19607843
186	95.41791045	73.7761194
187	86.28571429	73
188	76.55696203	71.84810127
189	66.76	67.76
190	61.92063492	60.17460317
191	54.81666667	56.95
192	51.07142857	63.98214286
193	54.68478261	72.7173913
194	57.36144578	82.55421687
195	63.3	75.9
196	66.28571429	83.30612245
197	70.37142857	88.71428571
198	76.93478261	88.06521739
199	81.36538462	81.57692308
200	75.06024096	79.45783133
201	70.69354839	69.96774194
202	70.04081633	58.89795918
203	67.85106383	51.76595745
204	63.16666667	46.5
205	56.93181818	49.04545455
206	65.31343284	50.98507463
207	71.09333333	40.45333333
208	70.83333333	31.89583333
209	63.93939394	27.15151515
210	56.91044776	21.08955224
211	52	13.28571429
212	50.49367089	4.063291139
213	45.11904762	10.16666667
214	39.75	10.66666667
215	36.09090909	7.090909091
216	33.875	2.21875
217	41.328125	3.640625
218	36.33333333	11.16666667
219	33.66666667	13.11111111
220	31	14.28571429
221	31.5	16
222	29.33333333	15.66666667
223	27.66666667	15.66666667
