224	27.5	17.5
225	29.5	17.5
226	30.2	19.4
227	30.5	21.5
228	30.5	23.5
229	30.33333333	25.33333333
230	30.66666667	26.66666667
231	32.5	25.5
232	32.2	27.6
233	32.875	29.875
234	34.4	27.2
235	33.75	24
236	32.5	22.5
237	32.33333333	20.66666667
238	31.6	17.8
239	33.4	16.2
240	34.5	15
241	35.875	16.875
242	38.1875	14.3125
243	42.6	15.96666667
244	39.5	19.5
245	38.8	23
246	35.5	22.5
247	35.2	20.4
248	33.33333333	19.33333333
249	34.4	19
250	35	23.33333333
251	35.83333333	25.83333333
252	38.36363636	25.72727273
253	45.02666667	23.44
254	40.35294118	29
255	36.38461538	29.76923077
256	36.21052632	33.63157895
257	32.69565217	34.60869565
258	37.44444444	36.87037037
259	44.65853659	31.07317073
260	52.55172414	28.12068966
261	58.48051948	32.98701299
262	56	40.29411765
263	66.67073171	37.70731707
264	78.55555556	27.72839506
265	74.16216216	20.40540541
266	71.29411765	14.5
267	64.69387755	11.71428571
268	60.23595506	4.359550562
269	59.8	13.6
270	68.04081633	20.95918367
271	76.72131148	21.54098361
272	81.37037037	12.5
273	75	7
274	80.98214286	3.071428571
275	87.72307692	7.830769231
276	92.01492537	2.537313433
277	95.68965517	10.84482759
278	89.18333333	16.35
279	85.25	22.625
280	88.33333333	29.35294118
281	94.04545455	23.16666667
282	96.17283951	24.35802469
283	92.48275862	34.75862069
284	85.52777778	37.38888889
285	79.36956522	40.38043478
286	75.625	49.35416667
287	76.58139535	56.81395349
288	81.35416667	62.35416667
289	84.75555556	66.82222222
290	88.11940299	58
291	82.8	51.91666667
292	90.96721311	49.70491803
293	95.91666667	57.89285714
294	92.96610169	66.52542373
295	94.79166667	75.625
296	80.49038462	89.48076923
297	53.89361702	88.42553191
298	48.98461538	77.90769231
299	46.66666667	68.86666667
300	62.57333333	63.76
301	87.91666667	46.08333333
302	96.63636364	39.2
303	85.46153846	27.8021978
304	68.84482759	4.724137931
305	59.875	10.921875
306	40.57894737	19.36842105
307	30.8	8.7
308	23.47272727	2.109090909
309	5.289473684	10.60526316
310	30.37142857	40.48571429
311	33.25	67.79761905
312	26.59493671	96
313	35.05882353	93.17647059
314	2.018867925	78.94339623
